"ID","Description","Data_type","Method","N","Ncase","Gender_specific","URL"
"40009","Reported occurrences of cancer","Ordered_Categorical","LR",6874,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/40009.v1.1.fastGWA.gz"
"3148","Heel bone mineral density (BMD)","Continuous","MLM",7063,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/3148.v1.1.fastGWA.gz"
"3147","Heel quantitative ultrasound index (QUI), direct entry","Continuous","MLM",7066,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/3147.v1.1.fastGWA.gz"
"78","Heel bone mineral density (BMD) T-score, automated","Continuous","MLM",7066,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/78.v1.1.fastGWA.gz"
"3606","Chest pain or discomfort walking normally","Binary","LR",7420,1236,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/3606.v1.1.fastGWA.gz"
"6156_13","Manic/hyper symptoms: I needed less sleep than usual","Binary","LR",7570,1006,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/6156_13.v1.1.fastGWA.gz"
"6156_12","Manic/hyper symptoms: I was more talkative than usual","Binary","LR",7570,1566,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/6156_12.v1.1.fastGWA.gz"
"6156_14","Manic/hyper symptoms: I was more creative or had more ideas than usual","Binary","LR",7570,912,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/6156_14.v1.1.fastGWA.gz"
"6156_15","Manic/hyper symptoms: All of the above","Binary","LR",7570,794,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/6156_15.v1.1.fastGWA.gz"
"6156_11","Manic/hyper symptoms: I was more active than usual","Binary","LR",7570,1897,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/6156_11.v1.1.fastGWA.gz"
"6156_100","Manic/hyper symptoms: PHESANT recoding","Binary","MLM",7570,2748,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/6156_100.v1.1.fastGWA.gz"
"3849","Number of pregnancy terminations","Ordered_Categorical","LR",8106,NA,"YES","https://ukb-wes.oss-us-west-1.aliyuncs.com/3849.v1.1.fastGWA.gz"
"3839","Number of spontaneous miscarriages","Ordered_Categorical","LR",8148,NA,"YES","https://ukb-wes.oss-us-west-1.aliyuncs.com/3839.v1.1.fastGWA.gz"
"20535","Waking too early","Binary","LR",8327,6239,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/20535.v1.1.fastGWA.gz"
"20533","Trouble falling asleep","Binary","LR",8327,6407,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/20533.v1.1.fastGWA.gz"
"20534","Sleeping too much","Binary","MLM",8327,1742,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/20534.v1.1.fastGWA.gz"
"4440","Average monthly spirits intake","Ordered_Categorical","LR",8415,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/4440.v1.1.fastGWA.gz"
"4418","Average monthly champagne plus white wine intake","Ordered_Categorical","LR",8424,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/4418.v1.1.fastGWA.gz"
"4407","Average monthly red wine intake","Ordered_Categorical","MLM",8432,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/4407.v1.1.fastGWA.gz"
"4429","Average monthly beer plus cider intake","Ordered_Categorical","LR",8441,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/4429.v1.1.fastGWA.gz"
"4451","Average monthly fortified wine intake","Ordered_Categorical","LR",8459,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/4451.v1.1.fastGWA.gz"
"4462","Average monthly intake of other alcoholic drinks","Ordered_Categorical","LR",8464,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/4462.v1.1.fastGWA.gz"
"3799","Headaches for 3+ months","Binary","LR",8650,4134,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/3799.v1.1.fastGWA.gz"
"3536","Age started hormone-replacement therapy (HRT)","Continuous","LR",8790,NA,"YES","https://ukb-wes.oss-us-west-1.aliyuncs.com/3536.v1.1.fastGWA.gz"
"20496","Felt distant from other people in past month","Ordered_Categorical","LR",9488,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/20496.v1.1.fastGWA.gz"
"20494","Felt irritable or had angry outbursts in past month","Ordered_Categorical","LR",9492,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/20494.v1.1.fastGWA.gz"
"20442","Lifetime number of depressed periods","Ordered_Categorical","LR",9740,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/20442.v1.1.fastGWA.gz"
"3773","Knee pain for 3+ months","Binary","LR",9789,7767,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/3773.v1.1.fastGWA.gz"
"12702","Cardiac index during PWA","Continuous","LR",9793,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/12702.v1.1.fastGWA.gz"
"5386","Number of unenthusiastic/disinterested episodes","Ordered_Categorical","LR",9800,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/5386.v1.1.fastGWA.gz"
"25762","90th percentile of z-statistic (in group-defined mask) for shapes activation","Continuous","LR",9806,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25762.v1.1.fastGWA.gz"
"25042","Median z-statistic (in group-defined mask) for shapes activation","Continuous","LR",9806,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25042.v1.1.fastGWA.gz"
"25046","Median z-statistic (in group-defined mask) for faces activation","Continuous","LR",9806,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25046.v1.1.fastGWA.gz"
"25761","90th percentile of BOLD effect (in group-defined mask) for shapes activation","Continuous","LR",9806,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25761.v1.1.fastGWA.gz"
"25763","90th percentile of BOLD effect (in group-defined mask) for faces activation","Continuous","LR",9806,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25763.v1.1.fastGWA.gz"
"25040","Median BOLD effect (in group-defined mask) for shapes activation","Continuous","LR",9806,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25040.v1.1.fastGWA.gz"
"25767","90th percentile of BOLD effect (in group-defined amygdala activation mask) for faces-shapes contrast","Continuous","LR",9806,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25767.v1.1.fastGWA.gz"
"25766","90th percentile of z-statistic (in group-defined mask) for faces-shapes contrast","Continuous","LR",9806,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25766.v1.1.fastGWA.gz"
"25044","Median BOLD effect (in group-defined mask) for faces activation","Continuous","LR",9806,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25044.v1.1.fastGWA.gz"
"25050","Median z-statistic (in group-defined mask) for faces-shapes contrast","Continuous","LR",9806,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25050.v1.1.fastGWA.gz"
"25768","90th percentile of z-statistic (in group-defined amygdala activation mask) for faces-shapes contrast","Continuous","LR",9806,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25768.v1.1.fastGWA.gz"
"25765","90th percentile of BOLD effect (in group-defined mask) for faces-shapes contrast","Continuous","LR",9806,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25765.v1.1.fastGWA.gz"
"25054","Median z-statistic (in group-defined amygdala activation mask) for faces-shapes contrast","Continuous","LR",9806,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25054.v1.1.fastGWA.gz"
"25052","Median BOLD effect (in group-defined amygdala activation mask) for faces-shapes contrast","Continuous","LR",9806,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25052.v1.1.fastGWA.gz"
"25048","Median BOLD effect (in group-defined mask) for faces-shapes contrast","Continuous","LR",9806,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25048.v1.1.fastGWA.gz"
"25764","90th percentile of z-statistic (in group-defined mask) for faces activation","Continuous","LR",9806,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25764.v1.1.fastGWA.gz"
"25745","Inverted temporal signal-to-noise ratio in pre-processed tfMRI","Continuous","LR",9815,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25745.v1.1.fastGWA.gz"
"25740","Discrepancy between tfMRI brain image and T1 brain image","Continuous","MLM",9815,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25740.v1.1.fastGWA.gz"
"25742","Mean tfMRI head motion, averaged across space and time points","Continuous","MLM",9815,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25742.v1.1.fastGWA.gz"
"25694","Weighted-mean OD in tract medial lemniscus (left)","Continuous","LR",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25694.v1.1.fastGWA.gz"
"25721","Weighted-mean ISOVF in tract medial lemniscus (left)","Continuous","LR",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25721.v1.1.fastGWA.gz"
"25715","Weighted-mean ISOVF in tract forceps minor","Continuous","LR",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25715.v1.1.fastGWA.gz"
"25712","Weighted-mean ISOVF in tract corticospinal tract (left)","Continuous","LR",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25712.v1.1.fastGWA.gz"
"25702","Weighted-mean OD in tract uncinate fasciculus (left)","Continuous","LR",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25702.v1.1.fastGWA.gz"
"25719","Weighted-mean ISOVF in tract inferior longitudinal fasciculus (right)","Continuous","LR",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25719.v1.1.fastGWA.gz"
"25678","Weighted-mean OD in tract acoustic radiation (right)","Continuous","LR",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25678.v1.1.fastGWA.gz"
"25723","Weighted-mean ISOVF in tract posterior thalamic radiation (left)","Continuous","LR",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25723.v1.1.fastGWA.gz"
"25720","Weighted-mean ISOVF in tract middle cerebellar peduncle","Continuous","LR",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25720.v1.1.fastGWA.gz"
"25730","Weighted-mean ISOVF in tract uncinate fasciculus (right)","Continuous","LR",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25730.v1.1.fastGWA.gz"
"25710","Weighted-mean ISOVF in tract parahippocampal part of cingulum (left)","Continuous","LR",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25710.v1.1.fastGWA.gz"
"25689","Weighted-mean OD in tract inferior fronto-occipital fasciculus (left)","Continuous","LR",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25689.v1.1.fastGWA.gz"
"25696","Weighted-mean OD in tract posterior thalamic radiation (left)","Continuous","LR",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25696.v1.1.fastGWA.gz"
"25722","Weighted-mean ISOVF in tract medial lemniscus (right)","Continuous","LR",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25722.v1.1.fastGWA.gz"
"25713","Weighted-mean ISOVF in tract corticospinal tract (right)","Continuous","LR",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25713.v1.1.fastGWA.gz"
"25651","Weighted-mean ICVF in tract acoustic radiation (right)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25651.v1.1.fastGWA.gz"
"25675","Weighted-mean ICVF in tract uncinate fasciculus (left)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25675.v1.1.fastGWA.gz"
"25671","Weighted-mean ICVF in tract superior longitudinal fasciculus (left)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25671.v1.1.fastGWA.gz"
"25658","Weighted-mean ICVF in tract corticospinal tract (left)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25658.v1.1.fastGWA.gz"
"25679","Weighted-mean OD in tract anterior thalamic radiation (left)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25679.v1.1.fastGWA.gz"
"25667","Weighted-mean ICVF in tract medial lemniscus (left)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25667.v1.1.fastGWA.gz"
"25680","Weighted-mean OD in tract anterior thalamic radiation (right)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25680.v1.1.fastGWA.gz"
"25672","Weighted-mean ICVF in tract superior longitudinal fasciculus (right)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25672.v1.1.fastGWA.gz"
"25676","Weighted-mean ICVF in tract uncinate fasciculus (right)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25676.v1.1.fastGWA.gz"
"25701","Weighted-mean OD in tract superior thalamic radiation (right)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25701.v1.1.fastGWA.gz"
"25654","Weighted-mean ICVF in tract cingulate gyrus part of cingulum (left)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25654.v1.1.fastGWA.gz"
"25660","Weighted-mean ICVF in tract forceps major","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25660.v1.1.fastGWA.gz"
"25669","Weighted-mean ICVF in tract posterior thalamic radiation (left)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25669.v1.1.fastGWA.gz"
"25674","Weighted-mean ICVF in tract superior thalamic radiation (right)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25674.v1.1.fastGWA.gz"
"25686","Weighted-mean OD in tract corticospinal tract (right)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25686.v1.1.fastGWA.gz"
"25653","Weighted-mean ICVF in tract anterior thalamic radiation (right)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25653.v1.1.fastGWA.gz"
"25709","Weighted-mean ISOVF in tract cingulate gyrus part of cingulum (right)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25709.v1.1.fastGWA.gz"
"25673","Weighted-mean ICVF in tract superior thalamic radiation (left)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25673.v1.1.fastGWA.gz"
"25659","Weighted-mean ICVF in tract corticospinal tract (right)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25659.v1.1.fastGWA.gz"
"25665","Weighted-mean ICVF in tract inferior longitudinal fasciculus (right)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25665.v1.1.fastGWA.gz"
"25666","Weighted-mean ICVF in tract middle cerebellar peduncle","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25666.v1.1.fastGWA.gz"
"25650","Weighted-mean ICVF in tract acoustic radiation (left)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25650.v1.1.fastGWA.gz"
"25664","Weighted-mean ICVF in tract inferior longitudinal fasciculus (left)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25664.v1.1.fastGWA.gz"
"25663","Weighted-mean ICVF in tract inferior fronto-occipital fasciculus (right)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25663.v1.1.fastGWA.gz"
"25662","Weighted-mean ICVF in tract inferior fronto-occipital fasciculus (left)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25662.v1.1.fastGWA.gz"
"25670","Weighted-mean ICVF in tract posterior thalamic radiation (right)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25670.v1.1.fastGWA.gz"
"25652","Weighted-mean ICVF in tract anterior thalamic radiation (left)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25652.v1.1.fastGWA.gz"
"25691","Weighted-mean OD in tract inferior longitudinal fasciculus (left)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25691.v1.1.fastGWA.gz"
"25687","Weighted-mean OD in tract forceps major","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25687.v1.1.fastGWA.gz"
"25714","Weighted-mean ISOVF in tract forceps major","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25714.v1.1.fastGWA.gz"
"25655","Weighted-mean ICVF in tract cingulate gyrus part of cingulum (right)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25655.v1.1.fastGWA.gz"
"25661","Weighted-mean ICVF in tract forceps minor","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25661.v1.1.fastGWA.gz"
"25681","Weighted-mean OD in tract cingulate gyrus part of cingulum (left)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25681.v1.1.fastGWA.gz"
"25698","Weighted-mean OD in tract superior longitudinal fasciculus (left)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25698.v1.1.fastGWA.gz"
"25700","Weighted-mean OD in tract superior thalamic radiation (left)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25700.v1.1.fastGWA.gz"
"25668","Weighted-mean ICVF in tract medial lemniscus (right)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25668.v1.1.fastGWA.gz"
"25716","Weighted-mean ISOVF in tract inferior fronto-occipital fasciculus (left)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25716.v1.1.fastGWA.gz"
"25699","Weighted-mean OD in tract superior longitudinal fasciculus (right)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25699.v1.1.fastGWA.gz"
"25692","Weighted-mean OD in tract inferior longitudinal fasciculus (right)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25692.v1.1.fastGWA.gz"
"25724","Weighted-mean ISOVF in tract posterior thalamic radiation (right)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25724.v1.1.fastGWA.gz"
"25704","Weighted-mean ISOVF in tract acoustic radiation (left)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25704.v1.1.fastGWA.gz"
"25693","Weighted-mean OD in tract middle cerebellar peduncle","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25693.v1.1.fastGWA.gz"
"25708","Weighted-mean ISOVF in tract cingulate gyrus part of cingulum (left)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25708.v1.1.fastGWA.gz"
"25656","Weighted-mean ICVF in tract parahippocampal part of cingulum (left)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25656.v1.1.fastGWA.gz"
"25717","Weighted-mean ISOVF in tract inferior fronto-occipital fasciculus (right)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25717.v1.1.fastGWA.gz"
"25677","Weighted-mean OD in tract acoustic radiation (left)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25677.v1.1.fastGWA.gz"
"25728","Weighted-mean ISOVF in tract superior thalamic radiation (right)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25728.v1.1.fastGWA.gz"
"25685","Weighted-mean OD in tract corticospinal tract (left)","Continuous","LR",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25685.v1.1.fastGWA.gz"
"25711","Weighted-mean ISOVF in tract parahippocampal part of cingulum (right)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25711.v1.1.fastGWA.gz"
"25697","Weighted-mean OD in tract posterior thalamic radiation (right)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25697.v1.1.fastGWA.gz"
"25725","Weighted-mean ISOVF in tract superior longitudinal fasciculus (left)","Continuous","LR",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25725.v1.1.fastGWA.gz"
"25705","Weighted-mean ISOVF in tract acoustic radiation (right)","Continuous","LR",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25705.v1.1.fastGWA.gz"
"25690","Weighted-mean OD in tract inferior fronto-occipital fasciculus (right)","Continuous","LR",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25690.v1.1.fastGWA.gz"
"25703","Weighted-mean OD in tract uncinate fasciculus (right)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25703.v1.1.fastGWA.gz"
"25727","Weighted-mean ISOVF in tract superior thalamic radiation (left)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25727.v1.1.fastGWA.gz"
"25706","Weighted-mean ISOVF in tract anterior thalamic radiation (left)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25706.v1.1.fastGWA.gz"
"25657","Weighted-mean ICVF in tract parahippocampal part of cingulum (right)","Continuous","LR",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25657.v1.1.fastGWA.gz"
"25682","Weighted-mean OD in tract cingulate gyrus part of cingulum (right)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25682.v1.1.fastGWA.gz"
"25695","Weighted-mean OD in tract medial lemniscus (right)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25695.v1.1.fastGWA.gz"
"25684","Weighted-mean OD in tract parahippocampal part of cingulum (right)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25684.v1.1.fastGWA.gz"
"25707","Weighted-mean ISOVF in tract anterior thalamic radiation (right)","Continuous","MLM",9856,NA,"","https://ukb-wes.oss-us-west-1.aliyuncs.com/25707.v1.1.fastGWA.gz"
